Region,RegionLabel,ColorGroup,Land Area (km sq.),Population (people)
Chuquisaca,CQ,6,51524.0,637013.0
Cochabamba,CB,4,55631.0,2028639.0
Beni,EB,1,213564.0,480308.0
La Paz,LP,6,133985.0,2926996.0
Oruro,OR,2,53588.0,551116.0
Pando,PA,2,63827.0,154355.0
Potosi,PO,3,118218.0,901555.0
Santa Cruz,SC,5,370621.0,3370059.0
Tarija,TR,4,37623.0,583330.0
