Region,Abbreviation,ColorGroup,Land Area (km sq.),Population (people)
Bagmati Pradesh,TH,2,20300.0,6026600.0
Gandaki Pradesh,FO,6,21504.0,2472500.0
Karnali Pradesh,SI,4,27984.0,1701800.0
Province No. 1,ON,5,25905.0,4766900.0
Province No. 2,TW,1,9661.0,5871100.0
Province No. 5,FI,3,22288.0,4831600.0
Sudurpashchim Pradesh,SE,6,19539.0,2760947.0
