Region,RegionLabel,ColorGroup,Geographic Area (sq. km),Population (people)
North East,NE,1,8605,2683040
North West,NW,3,14173,7516113
Yorkshire and The Humber,YH,5,15418,5541262
East Midlands,EM,0,15651,4934939
West Midlands,WM,2,13013,6021653
East of England,EE,4,19130,6398497
London,LON,2,1574,8866180
South East,SE,1,19095,9379833
South West,SW,0,23861,5764881
