Region,Abbreviation,ColorGroup,Land Area (km sq.),Population (people)
Hovedstaden,HS,1,2546.0,1822659.0
Midtjylland,MJ,3,13000.0,1313596.0
Nordjylland,ND,2,7874.0,589148.0
Sjaelland,SL,4,7218.0,835024.0
Syddanmark,SD,5,12191.0,1220763.0
