Country,Colour,Population,GDP
BRN,#66a61e,447000,12455000000
IDN,#e7298a,266998000,1.11171E+12
KHM,#66a61e,16494000,26730000000
LAO,#e7298a,7163000,19127000000
MMR,#1b9e77,53019000,65994000000
MYS,#7570b3,32801000,3.65303E+11
PHL,#e6ab02,108307000,3.56814E+11
SGP,#1b9e77,5670000,3.62818E+11
THA,#e6ab02,67913000,5.29177E+11
VNM,#d95f02,95494000,2.61637E+11
