Region,RegionLabel,ColorGroup,Geographic Area (sq. km),Population (people)
Franklin (0500000US42055),FRA,5,1996,155932
Franklin (0500000US47051),FRA,1,1489,42774
Franklin (0500000US48159),FRA,2,764,10359
Franklin (0500000US50011),FRA,0,1774,49946
Franklin (0500000US51089),FRA,0,1005,50948
Franklin (0500000US51091),FRA,1,1071,2232
Franklin (0500000US53021),FRA,4,3267,96749
Frederick (0500000US24023),FRE,0,1706,28806
Frederick (0500000US51093),FRE,0,840,38606
Fredericksburg (0500000US51095),FRE,0,409,78254
Freeborn (0500000US27047),FRE,1,1871,30895
Freestone (0500000US48161),FRE,4,2312,19435
Fremont (0500000US08043),FRE,5,3971,48939
Fremont (0500000US16043),FRE,4,4913,13388
Fremont (0500000US19071),FRE,1,1340,6605
Fremont (0500000US56013),FRE,1,24009,39234
Fresno (0500000US06019),FRE,1,15568,1008654
Frio (0500000US48163),FRI,3,2937,18385
Frontier (0500000US31063),FRO,3,2534,2519
Fulton (0500000US05049),FUL,2,1608,12075
Fulton (0500000US13121),FUL,3,1389,1066710
Fulton (0500000US17057),FUL,2,2293,33609
Fulton (0500000US18049),FUL,1,960,20480
Fulton (0500000US21075),FUL,4,590,6515
Fulton (0500000US36035),FUL,4,1381,53324
Fulton (0500000US39051),FUL,2,1052,42713
Fulton (0500000US42057),FUL,1,1140,14556
Furnas (0500000US31065),FUR,5,1869,4636
Gadsden (0500000US12039),GAD,5,1364,43826
Gage (0500000US31067),GAG,2,2229,21704
Gaines (0500000US48165),GAI,2,3892,21598
Galax (0500000US51097),GAL,2,831,6608
Gallatin (0500000US17059),GAL,5,857,4946
Gallatin (0500000US21077),GAL,4,268,8690
Gallatin (0500000US30031),GAL,0,6802,118960
Gallia (0500000US39053),GAL,1,1216,29220
Galveston (0500000US48167),GAL,2,1066,350682
Garden (0500000US31069),GAR,5,4477,1874
Garfield (0500000US08045),GAR,3,7653,61685
Garfield (0500000US30033),GAR,0,12565,1173
Garfield (0500000US31071),GAR,5,1481,1813
Garfield (0500000US40047),GAR,0,2745,62846
Garfield (0500000US49017),GAR,5,13482,5083
Garfield (0500000US53023),GAR,0,1857,2286
Garland (0500000US05051),GAR,5,1910,100180
Garrard (0500000US21079),GAR,4,620,16953
Garrett (0500000US24025),GAR,3,1185,260924
Garvin (0500000US40049),GAR,3,2102,25656
Garza (0500000US48169),GAR,3,2319,5816
Gasconade (0500000US29073),GAS,5,1359,14794
Gaston (0500000US37071),GAS,0,947,227943
Gates (0500000US37073),GAT,0,897,10478
Geary (0500000US20061),GEA,0,1048,36739
Geauga (0500000US39055),GEA,0,1058,95397
Gem (0500000US16045),GEM,3,1459,19123
Genesee (0500000US26049),GEN,0,1680,406211
Genesee (0500000US36037),GEN,3,1281,58388
Geneva (0500000US01061),GEN,5,1498,26659
Gentry (0500000US29075),GEN,2,1272,6162
George (0500000US28039),GEO,1,1253,24350
Georgetown (0500000US45043),GEO,1,2255,63404
Gibson (0500000US18051),GIB,5,1285,33011
Gibson (0500000US47053),GIB,2,1561,50429
Gila (0500000US04007),GIL,3,12411,53272
Gilchrist (0500000US12041),GIL,0,920,17864
Giles (0500000US47055),GIL,1,1578,30346
Giles (0500000US51099),GIL,0,494,26723
Gillespie (0500000US48171),GIL,0,2748,26725
Gilliam (0500000US41021),GIL,3,3168,1995
Gilmer (0500000US13123),GIL,1,1126,31353
Gilmer (0500000US54021),GIL,0,880,7408
Gilpin (0500000US08047),GIL,4,388,5808
Glacier (0500000US30035),GLA,3,7868,13778
Glades (0500000US12043),GLA,3,2555,12126
Gladwin (0500000US26051),GLA,5,1337,25386
Glascock (0500000US13125),GLA,0,373,2884
Glasscock (0500000US48173),GLA,3,2336,1116
Glenn (0500000US06021),GLE,3,3426,28917
Gloucester (0500000US34015),GLO,2,872,302294
Gloucester (0500000US51101),GLO,0,739,17810
Glynn (0500000US13127),GLY,0,1210,84499
Gogebic (0500000US26053),GOG,1,2967,14380
Golden Valley (0500000US30037),GOL,4,3044,823
Golden Valley (0500000US38033),GOL,0,2595,1736
Goliad (0500000US48175),GOL,0,2224,7012
Gonzales (0500000US48177),GON,2,2775,19653
Goochland (0500000US51103),GOO,1,367,10919
Goodhue (0500000US27049),GOO,0,2024,47582
Gooding (0500000US16047),GOO,5,1906,15598
Gordon (0500000US13129),GOR,2,929,57544
Goshen (0500000US56015),GOS,3,5781,12498
Gosper (0500000US31073),GOS,1,1198,1893
Gove (0500000US20063),GOV,4,2775,2718
Grady (0500000US13131),GRA,0,1192,26236
Grady (0500000US40051),GRA,2,2868,54795
Grafton (0500000US33009),GRA,1,4514,91118
Graham (0500000US04009),GRA,2,12032,38533
Graham (0500000US20065),GRA,1,2328,2415
Graham (0500000US37075),GRA,4,786,8030
Grainger (0500000US47057),GRA,1,785,23527
Grand (0500000US08049),GRA,3,4867,15717
Grand (0500000US49019),GRA,2,9564,9669
Grand Forks (0500000US38035),GRA,4,3728,73170
Grand Isle (0500000US50013),GRA,4,503,7293
Grand Traverse (0500000US26055),GRA,2,1262,95238
Granite (0500000US30039),GRA,4,4482,3309
Grant (0500000US05053),GRA,1,1635,17958
Grant (0500000US18053),GRA,4,1074,66674
Grant (0500000US20067),GRA,5,1492,7352
Grant (0500000US21081),GRA,5,674,24941
Grant (0500000US22043),GRA,0,1722,22169
Grant (0500000US27051),GRA,3,1488,6074
Grant (0500000US31075),GRA,2,2027,611
Grant (0500000US35017),GRA,4,10273,28185
Grant (0500000US38037),GRA,2,4307,2301
Grant (0500000US40053),GRA,1,2597,4169
Grant (0500000US41023),GRA,1,11737,7233
Grant (0500000US46051),GRA,4,1777,7556
Grant (0500000US53025),GRA,2,7226,99123
Grant (0500000US54023),GRA,4,1253,10976
Grant (0500000US55043),GRA,5,3064,51938
Granville (0500000US37077),GRA,4,1392,60992
Gratiot (0500000US26057),GRA,0,1480,41761
Graves (0500000US21083),GRA,5,1440,36649
Gray (0500000US20069),GRA,0,2250,5653
Gray (0500000US48179),GRA,4,2411,21227
Grays Harbor (0500000US53027),GRA,4,5024,75636
Grayson (0500000US21085),GRA,2,1323,26420
Grayson (0500000US48181),GRA,3,2535,135543
Grayson (0500000US51105),GRA,0,1138,22173
Greeley (0500000US20071),GRE,3,2017,1284
Greeley (0500000US31077),GRE,4,1480,2188
Green (0500000US21087),GRE,3,747,11107
Green (0500000US55045),GRE,0,1514,37093
Green Lake (0500000US55047),GRE,3,980,19018
Greenbrier (0500000US54025),GRE,1,2643,32977
Greene (0500000US01063),GRE,3,1721,7730
Greene (0500000US05055),GRE,2,1496,45736
Greene (0500000US13133),GRE,3,1050,18915
Greene (0500000US17061),GRE,4,1415,11985
Greene (0500000US18055),GRE,2,1412,30803
Greene (0500000US19073),GRE,2,1479,8771
Greene (0500000US28041),GRE,5,1862,13530
Greene (0500000US29077),GRE,2,1755,298915
Greene (0500000US36039),GRE,1,1694,47931
Greene (0500000US37079),GRE,2,686,20451
Greene (0500000US39057),GRE,5,1074,167966
Greene (0500000US42059),GRE,2,1500,35954
Greene (0500000US47059),GRE,1,1616,70152
Greene (0500000US51107),GRE,5,1349,420959
Greenlee (0500000US04011),GRE,3,4792,9563
Greensville (0500000US51109),GRE,1,1321,37596
Greenup (0500000US21089),GRE,4,908,35962
Greenville (0500000US45045),GRE,5,2066,525534
Greenwood (0500000US20073),GRE,0,2987,6016
Greenwood (0500000US45047),GRE,3,1202,69351
Greer (0500000US40055),GRE,2,1683,5491
Gregg (0500000US48183),GRE,2,708,124239
Gregory (0500000US46053),GRE,1,2737,3994
Grenada (0500000US28043),GRE,0,1161,21629
Griggs (0500000US38039),GRI,1,1857,2306
Grimes (0500000US48185),GRI,3,2076,29268
Grundy (0500000US17063),GRU,3,1116,52533
Grundy (0500000US19075),GRU,5,1302,12329
Grundy (0500000US29079),GRU,1,1135,9808
Grundy (0500000US47061),GRU,0,933,13529
Guadalupe (0500000US35019),GUA,5,7851,4452
Guadalupe (0500000US48187),GUA,0,1848,172706
Guernsey (0500000US39059),GUE,1,1370,38438
Guilford (0500000US37081),GUI,1,1703,541299
Gulf (0500000US12045),GUL,5,1458,14192
Gunnison (0500000US08051),GUN,0,8446,16918
Guthrie (0500000US19077),GUT,0,1536,10623
Gwinnett (0500000US13135),GWI,1,1133,957062
Haakon (0500000US46055),HAA,2,4720,1872
Habersham (0500000US13137),HAB,3,722,46031
Hale (0500000US01065),HAL,4,1704,14785
Hale (0500000US48189),HAL,2,2603,32522
Halifax (0500000US37083),HAL,5,1883,48622
Halifax (0500000US51111),HAL,2,1123,11936
Hall (0500000US13139),HAL,2,1112,203136
Hall (0500000US31079),HAL,0,1430,62895
Hall (0500000US48191),HAL,5,2339,2825
Hamblen (0500000US47063),HAM,3,445,64499
Hamilton (0500000US12047),HAM,2,1340,14004
Hamilton (0500000US17065),HAM,2,1129,7993
Hamilton (0500000US18057),HAM,5,1044,347467
Hamilton (0500000US19079),HAM,5,1497,15039
Hamilton (0500000US20075),HAM,2,2584,2518
Hamilton (0500000US31081),HAM,2,1410,9429
Hamilton (0500000US36041),HAM,1,4684,5107
Hamilton (0500000US39061),HAM,1,1073,830639
Hamilton (0500000US47065),HAM,2,1504,366207
Hamilton (0500000US48193),HAM,0,2166,8222
Hamlin (0500000US46057),HAM,2,1392,6164
Hampden (0500000US25013),HAM,1,1638,465825
Hampshire (0500000US25015),HAM,4,1417,162308
Hampshire (0500000US54027),HAM,0,1680,23093
Hampton (0500000US45049),HAM,2,1456,18561
Hampton (0500000US51113),HAM,3,836,13837
Hancock (0500000US13141),HAN,1,1235,8735
Hancock (0500000US17067),HAN,2,2109,17620
Hancock (0500000US18059),HAN,0,796,79840
Hancock (0500000US19081),HAN,0,1485,10795
Hancock (0500000US21091),HAN,5,515,9095
Hancock (0500000US23009),HAN,2,4466,55478
Hancock (0500000US28045),HAN,4,1268,46053
Hancock (0500000US39063),HAN,2,1379,74920
Hancock (0500000US47067),HAN,3,579,6662
Hancock (0500000US54029),HAN,2,224,29095
Hand (0500000US46059),HAN,1,3734,3145
Hanover (0500000US51115),HAN,5,255,8533
Hansford (0500000US48195),HAN,4,2383,5285
Hanson (0500000US46061),HAN,3,1127,3461
Haralson (0500000US13143),HAR,5,734,29919
Hardee (0500000US12049),HAR,5,1649,25327
Hardeman (0500000US47069),HAR,0,1736,25462
Hardeman (0500000US48197),HAR,1,1811,3549
Hardin (0500000US17069),HAR,0,473,3649
Hardin (0500000US19083),HAR,0,1476,16878
Hardin (0500000US21093),HAR,0,1625,110702
Hardin (0500000US39065),HAR,0,1220,30696
Hardin (0500000US47071),HAR,5,1548,26831
Hardin (0500000US48199),HAR,1,2327,56231
Harding (0500000US35021),HAR,5,5514,657
Harding (0500000US46063),HAR,1,6941,1311
Hardy (0500000US54031),HAR,1,1518,14299
Harford (0500000US24027),HAR,4,658,332317
Harlan (0500000US21095),HAR,1,1201,26831
Harlan (0500000US31083),HAR,3,1486,3073
Harmon (0500000US40057),HAR,5,1390,2488
Harnett (0500000US37085),HAR,1,1561,133568
Harney (0500000US41025),HAR,2,26492,7495
Harper (0500000US20077),HAR,4,2077,5485
Harper (0500000US40059),HAR,3,2691,3272
Harris (0500000US13145),HAR,2,1221,34668
Harris (0500000US48201),HAR,5,4604,4731145
Harrison (0500000US18061),HAR,2,1250,39654
Harrison (0500000US19085),HAR,2,1812,14582
Harrison (0500000US21097),HAR,4,811,18692
Harrison (0500000US28047),HAR,1,1507,208621
Harrison (0500000US29081),HAR,0,1880,8157
Harrison (0500000US39067),HAR,2,1066,14483
Harrison (0500000US48203),HAR,4,2380,68839
Harrison (0500000US54033),HAR,1,1091,65921
Harrisonburg (0500000US51117),HAR,3,1761,30319
Hart (0500000US13147),HAR,4,672,25828
Hart (0500000US21099),HAR,4,1085,19288
Hartford (0500000US09003),HAR,5,1930,899498
Hartley (0500000US48205),HAR,1,3789,5382
Harvey (0500000US20079),HAR,1,1401,34024
Haskell (0500000US20081),HAS,2,1494,3780
Haskell (0500000US40061),HAS,3,1627,11561
Haskell (0500000US48207),HAS,3,2358,5416
Hawkins (0500000US47073),HAW,2,1305,56721
Hayes (0500000US31085),HAY,2,1850,856
Hays (0500000US48209),HAY,5,1759,241067
Haywood (0500000US37087),HAY,1,1432,62089
Haywood (0500000US47075),HAY,4,1377,17864
Heard (0500000US13149),HEA,4,783,11412
Hemphill (0500000US48211),HEM,3,2365,3382
Hempstead (0500000US05057),HEM,3,1914,20065
Henderson (0500000US17071),HEN,0,1029,6387
Henderson (0500000US21101),HEN,5,1195,44793
Henderson (0500000US37089),HEN,3,974,116281
Henderson (0500000US47077),HEN,1,1365,27842
Henderson (0500000US48213),HEN,5,2465,82150
Hendricks (0500000US18063),HEN,2,1058,174788
Hendry (0500000US12051),HEN,2,3074,39619
Hennepin (0500000US27053),HEN,5,1574,1281565
Henrico (0500000US51119),HEN,0,361,10625
Henry (0500000US01067),HEN,2,1477,17146
Henry (0500000US13151),HEN,2,855,240712
Henry (0500000US17073),HEN,0,2138,49284
Henry (0500000US18065),HEN,5,1023,48914
Henry (0500000US19087),HEN,0,1130,20482
Henry (0500000US21103),HEN,2,742,15678
Henry (0500000US29083),HEN,2,1899,21946
Henry (0500000US39069),HEN,4,1090,27662
Henry (0500000US47079),HEN,0,1537,32199
Henry (0500000US51121),HEN,3,1017,99721
Herkimer (0500000US36043),HER,3,3770,60139
Hernando (0500000US12053),HER,3,1289,194515
Hertford (0500000US37091),HER,5,930,21552
Hettinger (0500000US38041),HET,0,2934,2489
Hickman (0500000US21105),HIC,2,654,4521
Hickman (0500000US47081),HIC,1,1596,24925
Hickory (0500000US29085),HIC,3,1067,8279
Hidalgo (0500000US35023),HID,2,8920,4178
Hidalgo (0500000US48215),HID,0,4120,870781
Highland (0500000US39071),HIG,5,1451,43317
Highland (0500000US51125),HIG,0,1237,14775
Highlands (0500000US12055),HIG,0,2866,101235
Hill (0500000US30041),HIL,5,7553,16309
Hill (0500000US48217),HIL,4,2557,35874
Hillsborough (0500000US12057),HIL,5,2809,1459762
Hillsborough (0500000US33011),HIL,2,2308,422937
Hillsdale (0500000US26059),HIL,3,1573,45746
Hinds (0500000US28049),HIN,3,2263,227742
Hinsdale (0500000US08053),HIN,1,2907,788
Hitchcock (0500000US31087),HIT,0,1856,2616
Hocking (0500000US39073),HOC,2,1097,28050
Hockley (0500000US48219),HOC,5,2352,21537
Hodgeman (0500000US20083),HOD,4,2231,1723
Hoke (0500000US37093),HOK,0,1012,52082
Holmes (0500000US12059),HOL,3,1267,19653
Holmes (0500000US28051),HOL,3,1982,17000
Holmes (0500000US39075),HOL,2,1099,44223
Holt (0500000US29087),HOL,3,1231,4223
Holt (0500000US31089),HOL,4,6256,10127
Hood (0500000US48221),HOO,3,1132,61598
Hood River (0500000US41027),HOO,5,1372,23977
Hooker (0500000US31091),HOO,1,1868,711
Hopewell (0500000US51127),HOP,5,577,22945
Hopkins (0500000US21107),HOP,5,1445,45423
Hopkins (0500000US48223),HOP,1,2044,36787
Horry (0500000US45051),HOR,5,2968,351029
Hot Spring (0500000US05059),HOT,4,1606,33040
Hot Springs (0500000US56017),HOT,3,5195,4621
Houghton (0500000US26061),HOU,0,2692,37361
Houston (0500000US01069),HOU,0,1507,107202
Houston (0500000US13153),HOU,2,979,163633
Houston (0500000US27055),HOU,1,1473,18843
Houston (0500000US47083),HOU,3,541,8283
Houston (0500000US48225),HOU,1,3190,22066
Howard (0500000US05061),HOW,2,1544,12785
Howard (0500000US18067),HOW,2,764,83658
Howard (0500000US19089),HOW,4,1226,9469
Howard (0500000US24029),HOW,1,779,19198
Howard (0500000US29089),HOW,2,1222,10151
Howard (0500000US31093),HOW,5,1487,6475
Howard (0500000US48227),HOW,5,2341,34860
Howell (0500000US29091),HOW,3,2403,39750
Hubbard (0500000US27057),HUB,1,2590,21344
Hudson (0500000US34017),HUD,2,139,724854
Hudspeth (0500000US48229),HUD,0,11841,3202
Huerfano (0500000US08055),HUE,3,4111,6820
Hughes (0500000US40063),HUG,5,2116,13367
Hughes (0500000US46065),HUG,1,2067,17765
Humboldt (0500000US06023),HUM,2,9358,136463
Humboldt (0500000US19091),HUM,4,1127,9597
Humboldt (0500000US32015),HUM,5,14305,5734
Humphreys (0500000US28053),HUM,4,1114,7785
Humphreys (0500000US47085),HUM,0,1438,18990
Hunt (0500000US48231),HUN,3,2288,99956
Hunterdon (0500000US34019),HUN,2,1141,128947
Huntingdon (0500000US42061),HUN,0,2318,44092
Huntington (0500000US18069),HUN,2,1003,36662
Huron (0500000US26063),HUR,3,2166,31407
Huron (0500000US39077),HUR,5,1285,58565
Hutchinson (0500000US46067),HUT,1,2116,7427
Hutchinson (0500000US48233),HUT,0,2319,20617
Hyde (0500000US37095),HYD,1,1806,4589
Hyde (0500000US46069),HYD,2,2245,1262
Iberia (0500000US22045),IBE,3,1610,69929
Iberville (0500000US22047),IBE,4,1691,30241
Ida (0500000US19093),IDA,3,1118,7005
Idaho (0500000US16049),IDA,3,22038,16541
Imperial (0500000US06025),IMP,1,11599,179702
Independence (0500000US05063),IND,0,2000,37938
Indian River (0500000US12061),IND,5,1397,159788
Indiana (0500000US42063),IND,1,2159,83246
Ingham (0500000US26065),ING,2,1452,284900
Inyo (0500000US06027),INY,5,26497,19016
Ionia (0500000US26067),ION,2,1500,66804
Iosco (0500000US26069),IOS,4,1464,25237
Iowa (0500000US19095),IOW,0,1522,16662
Iowa (0500000US55049),IOW,4,1992,23709
Iredell (0500000US37097),IRE,1,1558,186693
Irion (0500000US48235),IRI,5,2722,1513
Iron (0500000US26071),IRO,3,3139,11631
Iron (0500000US29093),IRO,0,1421,9537
Iron (0500000US49021),IRO,1,8558,57289
Iron (0500000US55051),IRO,0,2075,6137
Iroquois (0500000US17075),IRO,2,2898,27077
Irwin (0500000US13155),IRW,1,936,9666
Isabella (0500000US26073),ISA,4,1500,64394
Isanti (0500000US27059),ISA,2,1168,41135
Island (0500000US53029),ISL,1,552,86857
Isle of Wight (0500000US51131),ISL,5,892,12282
Issaquena (0500000US28055),ISS,1,1137,1338
Itasca (0500000US27061),ITA,3,7584,45014
Itawamba (0500000US28057),ITA,2,1399,23863
Izard (0500000US05065),IZA,4,1507,13577
Jack (0500000US48237),JAC,4,2382,8472
Jackson (0500000US01071),JAC,5,2930,52579
Jackson (0500000US05067),JAC,1,1667,16755
Jackson (0500000US08057),JAC,5,4186,1379
Jackson (0500000US12063),JAC,1,2477,47319
Jackson (0500000US13157),JAC,1,889,75907
Jackson (0500000US17077),JAC,5,1564,52974
Jackson (0500000US18071),JAC,0,1330,46428
Jackson (0500000US19097),JAC,5,1684,19485
Jackson (0500000US20085),JAC,1,1704,13232
Jackson (0500000US21109),JAC,1,898,12955
Jackson (0500000US22049),JAC,4,1505,15031
Jackson (0500000US26075),JAC,1,1876,160366
Jackson (0500000US27063),JAC,4,1865,9989
Jackson (0500000US28059),JAC,2,1928,143252
Jackson (0500000US29095),JAC,1,1585,717204
Jackson (0500000US37099),JAC,4,1267,43109
Jackson (0500000US39079),JAC,4,1094,32653
Jackson (0500000US40065),JAC,0,2062,24785
Jackson (0500000US41029),JAC,1,7249,223259
Jackson (0500000US46071),JAC,1,4842,2806
Jackson (0500000US47087),JAC,2,841,11617
Jackson (0500000US48239),JAC,2,2222,14988
Jackson (0500000US54035),JAC,1,1221,27791
Jackson (0500000US55053),JAC,4,2593,21145
James City (0500000US51133),JAM,0,558,11839
Jasper (0500000US13159),JAS,2,967,14588
Jasper (0500000US17079),JAS,1,1292,9287
Jasper (0500000US18073),JAS,3,1458,32918
Jasper (0500000US19099),JAS,0,1898,37813
Jasper (0500000US28061),JAS,1,1756,16367
Jasper (0500000US29097),JAS,1,1659,122761
Jasper (0500000US45053),JAS,4,1728,28791
Jasper (0500000US48241),JAS,3,2514,32980
Jay (0500000US18075),JAY,4,998,20478
Jeff Davis (0500000US13161),JEF,2,862,14779
Jeff Davis (0500000US48243),JEF,5,5863,1996
Jefferson (0500000US01073),JEF,2,2926,674721
Jefferson (0500000US05069),JEF,5,2359,67260
Jefferson (0500000US08059),JEF,1,2022,582910
Jefferson (0500000US12065),JEF,2,1584,14510
Jefferson (0500000US13163),JEF,2,1382,15709
Jefferson (0500000US16051),JEF,0,2869,30891
Jefferson (0500000US17081),JEF,4,1512,37113
Jefferson (0500000US18077),JEF,5,940,33147
Jefferson (0500000US19101),JEF,3,1135,15663
Jefferson (0500000US20087),JEF,2,1442,18368
Jefferson (0500000US21111),JEF,5,1030,782969
Jefferson (0500000US22053),JEF,3,1701,32250
Jefferson (0500000US28063),JEF,4,1367,7260
Jefferson (0500000US29099),JEF,2,1704,226739
Jefferson (0500000US30043),JEF,4,4302,12085
Jefferson (0500000US31095),JEF,4,1491,7240
Jefferson (0500000US36045),JEF,5,3467,116721
Jefferson (0500000US39081),JEF,4,1071,65249
Jefferson (0500000US40067),JEF,2,1991,5337
Jefferson (0500000US41031),JEF,3,4636,24502
Jefferson (0500000US42065),JEF,3,1694,44492
Jefferson (0500000US47089),JEF,2,808,54683
Jefferson (0500000US48245),JEF,3,2559,256526
Jefferson (0500000US53031),JEF,5,4760,32977
Jefferson (0500000US54037),JEF,3,549,57701
Jefferson (0500000US55055),JEF,2,1505,84900
Jefferson Davis (0500000US22051),JEF,0,1314,440781
Jefferson Davis (0500000US28065),JEF,4,1059,11321
Jenkins (0500000US13165),JEN,2,914,8674
Jennings (0500000US18079),JEN,2,985,27613
Jerauld (0500000US46073),JER,5,1379,1663
Jerome (0500000US16053),JER,1,1561,24237
Jersey (0500000US17083),JER,3,975,21512
Jessamine (0500000US21113),JES,1,449,52991
Jewell (0500000US20089),JEW,5,2369,2932
Jim Hogg (0500000US48247),JIM,5,2955,4838
Jim Wells (0500000US48249),JIM,4,2251,38891
Jo Daviess (0500000US17085),JO,2,1601,22035
Johnson (0500000US05071),JOH,0,1758,25749
Johnson (0500000US13167),JOH,1,804,9189
Johnson (0500000US17087),JOH,5,894,13308
Johnson (0500000US18081),JOH,0,833,161765
Johnson (0500000US19103),JOH,4,1608,152854
Johnson (0500000US20091),JOH,0,1242,609863
Johnson (0500000US21115),JOH,2,674,22680
Johnson (0500000US29101),JOH,3,2157,54013
Johnson (0500000US31097),JOH,5,976,5290
Johnson (0500000US47091),JOH,0,777,17948
Johnson (0500000US48251),JOH,0,1901,179927
Johnson (0500000US56019),JOH,1,10815,8447
Johnston (0500000US37101),JOH,2,2055,215999
Johnston (0500000US40069),JOH,3,1705,10272
Jones (0500000US13169),JON,1,1025,28347
Jones (0500000US19105),JON,2,1495,20646
Jones (0500000US28067),JON,5,1811,67246
Jones (0500000US37103),JON,3,1222,9172
Jones (0500000US46075),JON,5,2522,917
Jones (0500000US48253),JON,2,2427,19663
Josephine (0500000US41033),JOS,2,4250,88090
Juab (0500000US49023),JUA,0,8811,11786
Judith Basin (0500000US30045),JUD,0,4849,2023
Juneau (0500000US55057),JUN,1,2082,26718
Juniata (0500000US42067),JUN,4,1015,23509
Kalamazoo (0500000US26077),KAL,4,1506,261670
Kalkaska (0500000US26079),KAL,1,1481,17939
Kanabec (0500000US27065),KAN,5,1380,16032
Kanawha (0500000US54039),KAN,3,2347,180745
Kandiyohi (0500000US27067),KAN,5,2238,43732
Kane (0500000US17089),KAN,4,1358,516522
Kane (0500000US49025),KAN,2,10672,7667
Kankakee (0500000US17091),KAN,5,1763,107502
Karnes (0500000US48255),KAR,1,1951,14710
Kaufman (0500000US48257),KAU,4,2090,145310
Kay (0500000US40071),KAY,2,2447,43700
Kearney (0500000US31099),KEA,3,1337,6688
Kearny (0500000US20093),KEA,4,2254,3983
Keith (0500000US31101),KEI,2,2877,8335
Kemper (0500000US28069),KEM,5,1985,8988
Kendall (0500000US17093),KEN,1,833,131869
Kendall (0500000US48259),KEN,5,1718,44279
Kenedy (0500000US48261),KEN,5,3999,350
Kennebec (0500000US23011),KEN,0,2469,123642
Kenosha (0500000US55059),KEN,0,721,169151
Kent (0500000US10001),KEN,3,1544,181851
Kent (0500000US24031),KEN,0,1316,1062061
Kent (0500000US26081),KEN,4,2259,657974
Kent (0500000US44003),KEN,5,456,170363
Kent (0500000US48263),KEN,0,2334,753
Kenton (0500000US21117),KEN,4,427,169064
Keokuk (0500000US19107),KEO,5,1503,10033
Kern (0500000US06029),KER,3,21153,909235
Kerr (0500000US48265),KER,3,2872,52598
Kershaw (0500000US45055),KER,5,1928,65403
Kewaunee (0500000US55061),KEW,3,892,20563
Keweenaw (0500000US26083),KEW,3,1503,2046
Keya Paha (0500000US31103),KEY,5,2010,769
Kidder (0500000US38043),KID,4,3711,2394
Kimball (0500000US31105),KIM,2,2470,3434
Kimble (0500000US48267),KIM,5,3239,4286
King (0500000US48269),KIN,5,2365,265
King (0500000US53033),KIN,2,5684,2269675
King and Queen (0500000US51135),KIN,1,815,15642
King George (0500000US51137),KIN,4,889,36254
King William (0500000US51139),KIN,0,812,23709
Kingfisher (0500000US40073),KIN,3,2351,15184
Kingman (0500000US20095),KIN,2,2244,7470
Kings (0500000US06031),KIN,5,3603,152486
Kings (0500000US36047),KIN,4,207,2736074
Kingsbury (0500000US46077),KIN,5,2237,5187
Kinney (0500000US48271),KIN,2,3535,3129
Kiowa (0500000US08061),KIO,0,4626,1446
Kiowa (0500000US20097),KIO,3,1873,2460
Kiowa (0500000US40075),KIO,5,2660,8509
Kit Carson (0500000US08063),KIT,0,5589,7087
Kitsap (0500000US53035),KIT,0,1119,275611
Kittitas (0500000US53037),KIT,5,6032,44337
Kittson (0500000US27069),KIT,2,2847,4207
Klamath (0500000US41035),KLA,2,15902,69413
Kleberg (0500000US48273),KLE,3,2344,31040
Klickitat (0500000US53039),KLI,4,4933,22735
Knott (0500000US21119),KNO,2,914,14251
Knox (0500000US17095),KNO,3,1866,49967
Knox (0500000US18083),KNO,3,1348,36282
Knox (0500000US21121),KNO,4,1017,30193
Knox (0500000US23013),KNO,3,985,40607
Knox (0500000US29103),KNO,5,1314,3744
Knox (0500000US31107),KNO,3,2958,8391
Knox (0500000US39083),KNO,1,1368,62721
Knox (0500000US47093),KNO,0,1364,478971
Knox (0500000US48275),KNO,0,2227,3353
Koochiching (0500000US27071),KOO,1,8173,12062
Kootenai (0500000US16055),KOO,3,3386,171362
Kosciusko (0500000US18085),KOS,3,1433,80240
Kossuth (0500000US19109),KOS,3,2525,14828
La Crosse (0500000US55063),LA,2,1243,120784
La Paz (0500000US04012),LA,5,11686,16557
La Plata (0500000US08065),LA,3,994,7436
La Salle (0500000US48277),LA,3,2414,50088
Labette (0500000US20099),LAB,4,1689,20184
Lac qui Parle (0500000US27073),LAC,1,2019,6719
Lackawanna (0500000US42069),LAC,5,1202,215896
Laclede (0500000US29105),LAC,5,1986,36039
Lafayette (0500000US05073),LAF,2,1421,6308
Lafayette (0500000US12067),LAF,5,1422,8226
Lafayette (0500000US22055),LAF,2,700,241753
Lafayette (0500000US28071),LAF,0,1757,55813
Lafayette (0500000US29107),LAF,2,1657,32984
Lafayette (0500000US55065),LAF,1,1645,16611
Lafourche (0500000US22057),LAF,3,3197,97557
LaGrange (0500000US18087),LAG,2,1003,40446
Lake (0500000US06033),LAK,2,3450,68163
Lake (0500000US08067),LAK,0,4402,55638
Lake (0500000US12069),LAK,5,2992,383956
Lake (0500000US17097),LAK,1,1220,714342
Lake (0500000US18089),LAK,4,1309,498700
Lake (0500000US26085),LAK,3,1486,12096
Lake (0500000US27075),LAK,3,5927,10905
Lake (0500000US30047),LAK,2,4299,31134
Lake (0500000US39085),LAK,1,599,232603
Lake (0500000US41037),LAK,3,21655,8160
Lake (0500000US46079),LAK,0,1488,11059
Lake (0500000US47095),LAK,0,505,7005
Lake of the Woods (0500000US27077),LAK,3,4605,3763
