Region,RegionLabel,ColorGroup,Geographic Area (sq. km),Population (people)
Akkar,AK,5,776.0,423596.0
Baalbak-Hermel,BH,4,3009.0,457932.0
Beirut,BA,6,18.0,433249.0
Beqaa,BI,6,1271.0,534342.0
Mount Lebanon,JL,3,1950.0,1802238.0
Nabatieh,NA,5,1058.0,383839.0
North,AS,1,1205.0,790951.0
South,JA,2,943.0,590078.0
